ID,Category,Clause_Name,Language,Keywords,Risk_Score,Impact_Level,Reason,Recommendation,Business_Impact,Contract_Type,Type,Legal_Reference
792,Detection,Sublicensing,FR,"sous-licence, droit de sous-licencier",0,High,Accorde ou restreint le droit de sous-licencier.,Spécifier les conditions.,"Sans clause, la sous-licence peut être impossible.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
793,Detection,Notice of Infringement,EN,"notice of infringement, third-party IP claims",0,High,Requires a party to notify the other if it becomes aware of any third-party IP infringement related to the licensed technology.,Specify the timeframe for notice and the parties' obligations to cooperate in defense.,"Without notice, the other party may not have time to defend its rights or mitigate damages.",All Contracts,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
794,Detection,Notice of Infringement,ID,"pemberitahuan pelanggaran, klaim IP pihak ketiga",0,High,Mengharuskan pihak untuk memberi tahu pihak lain jika mengetahui adanya pelanggaran IP pihak ketiga.,Tentukan jangka waktu pemberitahuan dan kewajiban kerjasama.,"Tanpa pemberitahuan, pihak lain mungkin tidak memiliki waktu untuk membela.",All Contracts,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
795,Detection,Notice of Infringement,FR,"avis de contrefaçon, réclamations de PI de tiers",0,High,Exige la notification de toute contrefaçon.,Spécifier le délai.,"Sans avis, l'autre partie peut ne pas avoir le temps de se défendre.",All Contracts,General Commercial,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
796,Detection,No Challenge Clause,EN,"no challenge clause, non-challenge, no contest",0,High,"Prohibits the licensee from challenging the validity of the licensed IP (e.g., patent).","Be aware that such clauses may be unenforceable in some jurisdictions (e.g., for patents).","Without this clause, the licensee could challenge validity while continuing to use the IP, creating conflict.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
797,Detection,No Challenge Clause,ID,"klausul tidak menantang, tidak menggugat",0,High,Melarang penerima lisensi untuk menantang keabsahan IP berlisensi.,Perhatikan bahwa klausul semacam itu mungkin tidak dapat ditegakkan.,"Tanpa klausul, penerima lisensi dapat menantang validitas.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
798,Detection,No Challenge Clause,FR,clause de non-contestation,0,High,Interdit au licencié de contester la validité de la PI.,Sachez que de telles clauses peuvent être inapplicables.,"Sans clause, le licencié pourrait contester.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
799,Detection,Most Favored Licensee,EN,"most favored licensee, MFL, best terms",0,High,Ensures that the licensee receives terms at least as favorable as those granted to any other licensee.,"Define the scope (e.g., royalty rate, exclusivity), and the adjustment mechanism.","Without an MFL clause, the licensor could offer better terms to other licensees, disadvantaging this licensee.",Software License Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
800,Detection,Most Favored Licensee,ID,"penerima lisensi paling diuntungkan, MFL, ketentuan terbaik",0,High,Memastikan bahwa penerima lisensi menerima ketentuan yang setidaknya sama menguntungkannya dengan yang diberikan kepada penerima lisensi lain.,Tentukan ruang lingkup dan mekanisme penyesuaian.,"Tanpa klausul MFL, pemberi lisensi dapat menawarkan ketentuan lebih baik kepada orang lain.",Software License Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
801,Detection,Most Favored Licensee,FR,"licencié le plus favorisé, meilleures conditions",0,High,Garantit des conditions au moins aussi favorables.,Définir la portée et le mécanisme.,"Sans clause, le concédant pourrait offrir de meilleures conditions.",Software License Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
802,Detection,License Maintenance,EN,"license maintenance, support and maintenance, software maintenance",0,High,"Defines the support and maintenance services provided with a software license, including updates and bug fixes.","Specify the scope (e.g., updates, technical support), response times, and fees.","Without maintenance, the software may become obsolete or unusable over time.",Software License Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
803,Detection,License Maintenance,ID,"pemeliharaan lisensi, dukungan dan pemeliharaan, pemeliharaan perangkat lunak",0,High,Mendefinisikan layanan dukungan dan pemeliharaan yang disediakan dengan lisensi perangkat lunak.,"Tentukan ruang lingkup, waktu respons, dan biaya.","Tanpa pemeliharaan, perangkat lunak dapat menjadi usang.",Software License Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
804,Detection,License Maintenance,FR,"maintenance de licence, support et maintenance",0,High,Définit les services de support et de maintenance.,Spécifier la portée et les délais.,"Sans maintenance, le logiciel peut devenir obsolète.",Software License Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
805,Detection,Termination of License,EN,"termination of license, license termination for breach",0,High,"Specifies that the license terminates automatically upon breach of the agreement, especially for non-payment or exceeding scope.","State which breaches cause termination, any cure period, and consequences (e.g., must uninstall software).","Without this, a breaching licensee may continue using the IP without remedy.",Software License Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
806,Detection,Termination of License,ID,"pengakhiran lisensi, pengakhiran lisensi karena pelanggaran",0,High,Menentukan bahwa lisensi berakhir secara otomatis jika terjadi pelanggaran perjanjian.,Nyatakan pelanggaran mana yang menyebabkan pengakhiran.,"Tanpa ini, penerima lisensi yang melanggar dapat terus menggunakan IP.",Software License Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
807,Detection,Termination of License,FR,"résiliation de licence, résiliation pour manquement",0,High,La licence prend fin automatiquement en cas de manquement.,Préciser quels manquements.,"Sans cela, le licencié fautif peut continuer à utiliser.",Software License Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
808,Detection,Verification of Compliance,EN,"verification of compliance, compliance audit, license audit",0,High,"Grants the licensor the right to audit the licensee's records to verify compliance with license terms (e.g., user counts, field of use).","Specify the frequency, notice period, cost allocation, and consequences of non-compliance.","Without audit rights, the licensor cannot detect underreporting or scope violations.",All Contracts,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
809,Detection,Verification of Compliance,ID,"verifikasi kepatuhan, audit kepatuhan, audit lisensi",0,High,Memberikan pemberi lisensi hak untuk mengaudit catatan penerima lisensi untuk memverifikasi kepatuhan.,"Tentukan frekuensi, periode pemberitahuan, dan konsekuensi.","Tanpa hak audit, pelanggaran cakupan tidak dapat dideteksi.",All Contracts,General Commercial,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
810,Detection,Verification of Compliance,FR,"vérification de conformité, audit de licence",0,High,Accorde au concédant le droit d'auditer la conformité.,Spécifier la fréquence et les conséquences.,"Sans droit, les violations ne peuvent être détectées.",All Contracts,General Commercial,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
811,Detection,Source Code Availability,EN,"source code availability, escrowed source code, access to source",0,High,"Provides the licensee with access to source code under certain conditions (e.g., bankruptcy, discontinuation).","Specify the release events, procedure, and licensee's rights (e.g., modify, maintain).","Without source code availability, the licensee may be stranded if the supplier ceases business.",Software License Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
812,Detection,Source Code Availability,ID,"ketersediaan kode sumber, kode sumber escrow, akses ke kode sumber",0,High,Memberikan akses penerima lisensi ke kode sumber dalam kondisi tertentu.,"Tentukan peristiwa pelepasan, prosedur, dan hak penerima lisensi.","Tanpa ketersediaan, penerima lisensi dapat terdampar.",Software License Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
813,Detection,Source Code Availability,FR,"disponibilité du code source, code source séquestré",0,High,Fournit l'accès au code source sous certaines conditions.,Spécifier les événements de libération.,"Sans disponibilité, le licencié peut être bloqué.",Software License Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
814,Detection,Open Source Notification,EN,"open source notification, disclosure of open source",0,High,Requires the supplier to disclose any open source components used in the software and their licenses.,"Specify the list of components, licenses, and compliance obligations (e.g., attribution).","Without disclosure, the customer may inadvertently violate open source licenses, forcing disclosure of proprietary code.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
815,Detection,Open Source Notification,ID,"pemberitahuan open source, pengungkapan open source",0,High,Mengharuskan pemasok untuk mengungkapkan komponen open source yang digunakan dalam perangkat lunak.,"Tentukan daftar komponen, lisensi, dan kewajiban kepatuhan.","Tanpa pengungkapan, pelanggan dapat melanggar lisensi open source.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
816,Detection,Open Source Notification,FR,"notification open source, divulgation open source",0,High,Exige la divulgation des composants open source.,Spécifier la liste et les licences.,"Sans divulgation, le client peut violer les licences.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
817,Detection,API Documentation,EN,"API documentation, technical documentation, integration guide",0,Medium,Requires the supplier to provide comprehensive documentation for using the software's API or interfaces.,"Specify the format, level of detail, and updates.","Without documentation, the customer cannot integrate or extend the software effectively.",Software License Agreement; SaaS Agreement; IT Service Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
818,Detection,API Documentation,ID,"dokumentasi API, dokumentasi teknis, panduan integrasi",0,Medium,Mengharuskan pemasok untuk menyediakan dokumentasi lengkap untuk menggunakan API atau antarmuka perangkat lunak.,"Tentukan format, tingkat detail, dan pembaruan.","Tanpa dokumentasi, pelanggan tidak dapat mengintegrasikan perangkat lunak.",Software License Agreement; SaaS Agreement; IT Service Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
819,Detection,API Documentation,FR,"documentation API, documentation technique",0,Medium,Exige la fourniture d'une documentation complète.,Spécifier le format et les mises à jour.,"Sans documentation, l'intégration est difficile.",Software License Agreement; SaaS Agreement; IT Service Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
820,Detection,API Changes Notice,EN,"API changes notice, deprecation notice, version changes",0,Medium,Requires the supplier to provide advance notice of any changes to the API that may break compatibility.,"Specify the notice period (e.g., 6 months) and the procedure for migration.","Without notice, the customer's applications may break unexpectedly, causing operational downtime.",Software License Agreement; SaaS Agreement; IT Service Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
821,Detection,API Changes Notice,ID,"pemberitahuan perubahan API, pemberitahuan penghentian, perubahan versi",0,Medium,Mengharuskan pemasok untuk memberikan pemberitahuan awal tentang perubahan API yang dapat memutus kompatibilitas.,Tentukan periode pemberitahuan dan prosedur migrasi.,"Tanpa pemberitahuan, aplikasi pelanggan dapat rusak.",Software License Agreement; SaaS Agreement; IT Service Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
822,Detection,API Changes Notice,FR,"avis de modification d'API, avis de dépréciation",0,Medium,Exige un préavis de modification de l'API.,Spécifier le délai.,"Sans avis, les applications peuvent casser.",Software License Agreement; SaaS Agreement; IT Service Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
823,Detection,Service Level Credits (Detailed),EN,"service level credits, SLA credits, compensation for downtime",0,High,"Provides a detailed table of service credits for failure to meet specific service levels (e.g., 99.9% uptime).","Define the credit calculation (e.g., 10% of monthly fee for each 0.1% below target) and a cap.","Without SLA credits, the customer has no automatic compensation for poor service.",SaaS Agreement; IT Service Agreement,Finance,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
824,Detection,Service Level Credits (Detailed),ID,"kredit tingkat layanan (detail), kredit SLA, kompensasi untuk downtime",0,High,Menyediakan tabel rinci kredit layanan untuk kegagalan memenuhi tingkat layanan tertentu.,Tentukan perhitungan kredit dan batas.,"Tanpa kredit SLA, pelanggan tidak memiliki kompensasi otomatis.",SaaS Agreement; IT Service Agreement,Finance,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
825,Detection,Service Level Credits (Detailed),FR,"crédits de niveau de service (détaillés), crédits SLA",0,High,Fournit un tableau détaillé de crédits pour non-respect des niveaux de service.,Définir le calcul et un plafond.,"Sans crédits, pas de compensation automatique.",SaaS Agreement; IT Service Agreement,Finance,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
827,Detection,Excluded Downtime,ID,"downtime yang dikecualikan, pemeliharaan terjadwal, downtime keadaan kahar",0,Medium,Menentukan periode yang tidak dihitung sebagai downtime untuk perhitungan SLA.,Tentukan persyaratan pemberitahuan untuk pemeliharaan terjadwal.,"Tanpa ini, pelanggan dapat mengklaim downtime selama pemeliharaan yang sah.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
828,Detection,Excluded Downtime,FR,"indisponibilité exclue, maintenance programmée",0,Medium,Spécifie les périodes non comptabilisées comme indisponibilité.,Définir les exigences de préavis.,"Sans cela, le client peut réclamer pendant la maintenance.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
829,Detection,Service Level Reporting,EN,"service level reporting, SLA reports, uptime reports",0,Medium,Requires the service provider to provide regular reports demonstrating compliance with SLAs.,"Specify the frequency (e.g., monthly), content (uptime, response times), and format.","Without reports, the customer cannot verify SLA compliance and may miss opportunities for service credits.",SaaS Agreement; IT Service Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
830,Detection,Service Level Reporting,ID,"pelaporan tingkat layanan, laporan SLA, laporan uptime",0,Medium,Mengharuskan penyedia layanan untuk memberikan laporan reguler yang menunjukkan kepatuhan terhadap SLA.,"Tentukan frekuensi, konten, dan format.","Tanpa laporan, pelanggan tidak dapat memverifikasi kepatuhan SLA.",SaaS Agreement; IT Service Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
831,Detection,Service Level Reporting,FR,"rapports de niveau de service, rapports SLA",0,Medium,Exige des rapports réguliers sur la conformité aux SLA.,Spécifier la fréquence et le contenu.,"Sans rapports, la conformité ne peut être vérifiée.",SaaS Agreement; IT Service Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
832,Detection,Right to Terminate for Persistent Poor Service,EN,"termination for persistent poor service, repeat SLA failures",0,High,Allows the customer to terminate the contract if the service provider repeatedly fails to meet SLAs over a defined period.,"Specify the threshold (e.g., 3 months with credits), the notice period, and the transition assistance.","Without this, the customer may be locked into a long-term contract with a consistently poor performer.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
833,Detection,Right to Terminate for Persistent Poor Service,ID,"hak mengakhiri karena layanan buruk berkelanjutan, kegagalan SLA berulang",0,High,Memungkinkan pelanggan untuk mengakhiri kontrak jika penyedia layanan berulang kali gagal memenuhi SLA.,"Tentukan ambang batas, masa pemberitahuan, dan bantuan transisi.","Tanpa ini, pelanggan dapat terkunci dengan penyedia yang buruk.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
834,Detection,Right to Terminate for Persistent Poor Service,FR,droit de résiliation pour service médiocre persistant,0,High,Permet au client de résilier pour non-respect répété des SLA.,Spécifier le seuil et l'assistance à la transition.,"Sans cela, le client reste lié à un mauvais prestataire.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
835,Detection,Service Credits as Sole Remedy,EN,"service credits as sole remedy, exclusive remedy for SLA failures",0,Medium,"Provides that service credits are the customer's only remedy for SLA failures, excluding other damages.",Specify that this does not apply to material breaches or willful misconduct.,"Without this, the customer could claim additional damages beyond the credits, increasing the supplier's exposure.",Commercial Agreement; SaaS Agreement,Finance,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
836,Detection,Service Credits as Sole Remedy,ID,"kredit layanan sebagai satu-satunya pemulihan, pemulihan eksklusif untuk kegagalan SLA",0,Medium,Menyatakan bahwa kredit layanan adalah satu-satunya pemulihan pelanggan untuk kegagalan SLA.,Tentukan bahwa ini tidak berlaku untuk pelanggaran material.,"Tanpa ini, pelanggan dapat mengklaim ganti rugi tambahan.",Commercial Agreement; SaaS Agreement,Finance,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
837,Detection,Service Credits as Sole Remedy,FR,crédits de service comme recours unique,0,Medium,Les crédits de service sont le seul recours pour les manquements SLA.,Spécifier les exceptions.,"Sans cela, le client pourrait réclamer plus.",Commercial Agreement; SaaS Agreement,Finance,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
838,Detection,SLA Definitions,EN,"SLA definitions, uptime definition, response time definition",0,High,"Clearly defines key terms used in the SLA, such as 'downtime,' 'response time,' and 'resolution time' to avoid ambiguity.","Include detailed definitions and measurement methods (e.g., from the customer's perspective).","Vague definitions lead to disputes over whether SLAs were met, undermining the SLA's purpose.",SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
839,Detection,SLA Definitions,ID,"definisi SLA, definisi uptime, definisi waktu respons",0,High,Mendefinisikan dengan jelas istilah-istilah kunci yang digunakan dalam SLA untuk menghindari ambiguitas.,Sertakan definisi rinci dan metode pengukuran.,Definisi yang samar menyebabkan sengketa.,SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
840,Detection,SLA Definitions,FR,"définitions SLA, définition de disponibilité, délai de réponse",0,High,Définit clairement les termes clés des SLA.,Inclure des définitions détaillées.,Des définitions vagues entraînent des litiges.,SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
841,Detection,Business Hours for Support,EN,"business hours, support hours, coverage hours",0,Medium,"Specifies the hours during which technical support is available (e.g., 9am-5pm local time, Monday-Friday).","Define time zone, holidays, and any after-hours support availability and rates.","Without this, the customer may expect 24/7 support while the provider assumes only business hours, leading to dissatisfaction.",SaaS Agreement; IT Service Agreement,Insurance,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
842,Detection,Business Hours for Support,ID,"jam kerja untuk dukungan, jam dukungan, jam cakupan",0,Medium,Menentukan jam kerja di mana dukungan teknis tersedia.,"Tentukan zona waktu, hari libur, dan dukungan di luar jam kerja.","Tanpa ini, pelanggan mungkin mengharapkan dukungan 24/7.",SaaS Agreement; IT Service Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
843,Detection,Business Hours for Support,FR,"heures ouvrables pour le support, heures de support",0,Medium,Spécifie les heures de disponibilité du support.,Définir le fuseau horaire et les heures hors ouvrées.,"Sans cela, le client peut s'attendre à un support 24/7.",SaaS Agreement; IT Service Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
844,Detection,First Response Time,EN,"first response time, initial response SLA, acknowledgment time",0,High,Defines the maximum time within which the support team must acknowledge a ticket after it is opened.,"Specify the target (e.g., 1 hour), measurement method, and consequences of missing the target.","Without a first response time, the customer may wait indefinitely for acknowledgment of critical issues.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
845,Detection,First Response Time,ID,"waktu respons pertama, SLA respons awal, waktu pengakuan",0,High,Mendefinisikan waktu maksimum di mana tim dukungan harus mengakui tiket setelah dibuka.,"Tentukan target, metode pengukuran, dan konsekuensi.","Tanpa ini, pelanggan mungkin menunggu tanpa batas.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
846,Detection,First Response Time,FR,"délai de première réponse, temps d'accusé de réception",0,High,Définit le délai maximum d'accusé de réception.,Spécifier l'objectif et les conséquences.,"Sans cela, le client peut attendre indéfiniment.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
847,Detection,Resolution Time,EN,"resolution time, fix time, problem resolution SLA",0,High,Defines the maximum time within which the support team must resolve a problem after it is reported.,"Specify different targets for different severity levels (e.g., critical: 4 hours, normal: 48 hours).","Without resolution time targets, the customer may have no guarantee that issues will be fixed in a reasonable time.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
848,Detection,Resolution Time,ID,"waktu resolusi, waktu perbaikan, SLA resolusi masalah",0,High,Mendefinisikan waktu maksimum di mana tim dukungan harus menyelesaikan masalah setelah dilaporkan.,Tentukan target yang berbeda untuk tingkat keparahan yang berbeda.,"Tanpa target, tidak ada jaminan perbaikan tepat waktu.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
849,Detection,Resolution Time,FR,"délai de résolution, délai de correction",0,High,Définit le délai maximum de résolution.,Spécifier des objectifs par niveau de gravité.,"Sans objectifs, pas de garantie.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
850,Detection,Severity Levels,EN,"severity levels, priority levels, critical, major, minor",0,High,"Defines categories of service issues based on impact and urgency, each with its own SLA targets.","Describe what constitutes each severity level (e.g., critical = system down, major = feature not working).","Without severity levels, all issues are treated equally, leading to inappropriate resource allocation.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
851,Detection,Severity Levels,ID,"tingkat keparahan, tingkat prioritas, kritis, mayor, minor",0,High,"Mendefinisikan kategori masalah layanan berdasarkan dampak dan urgensi, masing-masing dengan target SLA sendiri.",Jelaskan apa yang dimaksud dengan setiap tingkat keparahan.,"Tanpa tingkat keparahan, semua masalah diperlakukan sama.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
852,Detection,Severity Levels,FR,"niveaux de gravité, priorités, critique, majeur, mineur",0,High,Définit des catégories de problèmes avec leurs propres objectifs SLA.,Décrire chaque niveau de gravité.,"Sans niveaux, tous les problèmes sont traités de la même manière.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
853,Detection,SLA Exclusions,EN,"SLA exclusions, what is not covered, SLA exceptions",0,Medium,"Lists circumstances not covered by the SLA, such as customer-caused issues, beta features, or third-party downtime.",Specify exclusions clearly to avoid disputes over what counts toward SLA failures.,"Without exclusions, the provider may be held responsible for issues beyond its control, making SLAs impossible to meet.",SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
854,Detection,SLA Exclusions,ID,"pengecualian SLA, apa yang tidak dicakup, pengecualian SLA",0,Medium,"Mencantumkan keadaan yang tidak dicakup oleh SLA, seperti masalah yang disebabkan pelanggan, fitur beta, atau downtime pihak ketiga.",Tentukan pengecualian dengan jelas.,"Tanpa pengecualian, penyedia dapat dimintai pertanggungjawaban atas masalah di luar kendali.",SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
855,Detection,SLA Exclusions,FR,"exclusions des SLA, ce qui n'est pas couvert",0,Medium,Énumère les circonstances non couvertes.,Spécifier clairement les exclusions.,"Sans exclusions, le fournisseur peut être responsable.",SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
856,Detection,Monitoring and Logging,EN,"monitoring and logging, service monitoring, audit logs",0,Medium,Requires the service provider to monitor its systems and retain logs for SLA verification and troubleshooting.,"Specify retention period (e.g., 90 days) and the customer's right to access logs (subject to privacy).","Without logs, it may be impossible to verify SLA compliance or determine root causes of failures.",Commercial Agreement; SaaS Agreement,Software,UU No. 27 Tahun 2022 tentang Perlindungan Data Pribadi (UU PDP); UU ITE sebagaimana diubah UU No. 1 Tahun 2024; prinsip keamanan informasi yang berlaku.
